x_mm,y_mm,z_mm,qx,qy,qz,qw
-10.500216000000023,-13.557987000000026,-67.506393,0.08289343528466808,0.7033267107937136,-0.7013595393859395,0.08096303343591783
-10.500216000000023,-13.557987000000026,-67.506393,0.08289343528466808,0.7033267107937136,-0.7013595393859395,0.08096303343591783
6.696039000000042,-12.992184000000009,-67.06997899999999,-0.08256039627501814,-0.7022703640392693,0.7022703640392692,-0.08256181048896964
6.696039000000042,-12.992184000000009,-67.06997899999999,-0.08256039627501814,-0.7022703640392693,0.7022703640392692,-0.08256181048896964
22.338472000000024,-13.770752000000016,-66.961554,-0.08244724189637494,-0.701930098616199,0.7025650805474752,-0.08305959640916469
22.338472000000024,-13.770752000000016,-66.961554,-0.08244724189637494,-0.701930098616199,0.7025650805474752,-0.08305959640916469
36.349080999999956,-15.777881999999977,-67.07891900000001,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
36.349080999999956,-15.777881999999977,-67.07891900000001,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
36.25235799999996,-15.767684999999972,-67.078959,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
36.25235799999996,-15.767684999999972,-67.078959,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
36.15535299999999,-15.757499999999993,-67.07901000000001,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
36.15535299999999,-15.757499999999993,-67.07901000000001,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.91665599999999,-15.711794999999995,-67.080378,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.91665599999999,-15.711794999999995,-67.080378,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.67725800000005,-15.666423000000009,-67.081806,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.67725800000005,-15.666423000000009,-67.081806,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.27461000000005,-15.6284,-67.081921,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
35.27461000000005,-15.6284,-67.081921,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
34.870363999999995,-15.591375000000028,-67.0822,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
34.870363999999995,-15.591375000000028,-67.0822,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
34.30394100000001,-15.549191000000008,-67.082066,-0.08256039627497683,-0.7022696569319424,0.7022710711458938,-0.08256181048892834
34.30394100000001,-15.549191000000008,-67.082066,-0.08256039627497683,-0.7022696569319424,0.7022710711458938,-0.08256181048892834
33.73378200000002,-15.508879999999976,-67.082256,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
33.73378200000002,-15.508879999999976,-67.082256,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
33.01674800000001,-15.418699000000004,-67.083213,-0.08256039627497683,-0.7022696569319424,0.7022710711458938,-0.08256181048892834
33.01674800000001,-15.418699000000004,-67.083213,-0.08256039627497683,-0.7022696569319424,0.7022710711458938,-0.08256181048892834
32.294910999999956,-15.331616999999994,-67.084702,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
32.294910999999956,-15.331616999999994,-67.084702,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
31.43366100000003,-15.297755999999993,-67.08331999999999,-0.08255968916787725,-0.7022696569308889,0.7022710711448406,-0.08256251759578025
31.43366100000003,-15.297755999999993,-67.08331999999999,-0.08255968916787725,-0.7022696569308889,0.7022710711448406,-0.08256251759578025
30.565270000000055,-15.268434000000013,-67.082684,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
30.565270000000055,-15.268434000000013,-67.082684,-0.08256040591469442,-0.7022704460357141,0.7022704460357142,-0.08256040591469442
29.57862399999999,-15.230547000000001,-67.082603,-0.08255969880742971,-0.7022690318198419,0.7022718602480751,-0.08256111302154633
29.57862399999999,-15.230547000000001,-67.082603,-0.08255969880742971,-0.7022690318198419,0.7022718602480751,-0.08256111302154633
28.58358499999997,-15.198509000000001,-67.083505,-0.08256105030414299,-0.7022706196619785,0.7022706196619786,-0.08255680766501602
28.58358499999997,-15.198509000000001,-67.083505,-0.08256105030414299,-0.7022706196619785,0.7022706196619786,-0.08255680766501602
27.49947599999996,-15.117885999999999,-67.08143999999999,-0.08256040591452932,-0.702269031820193,0.7022718602484262,-0.08256040591452932
27.49947599999996,-15.117885999999999,-67.08143999999999,-0.08256040591452932,-0.702269031820193,0.7022718602484262,-0.08256040591452932
26.40554599999996,-15.044202999999982,-67.08059,-0.08256104066481888,-0.7022705376691492,0.7022705376691492,-0.08255821223906447
26.40554599999996,-15.044202999999982,-67.08059,-0.08256104066481888,-0.7022705376691492,0.7022705376691492,-0.08255821223906447
25.230616000000055,-15.004313000000025,-67.076349,-0.08255968916775341,-0.7022689498228599,0.7022717782507628,-0.08256251759565644
25.230616000000055,-15.004313000000025,-67.076349,-0.08255968916775341,-0.7022689498228599,0.7022717782507628,-0.08256251759565644
24.044029000000023,-14.972524000000021,-67.07352900000001,-0.08256041555420898,-0.7022705280307833,0.7022705280307833,-0.08255900133992723
24.044029000000023,-14.972524000000021,-67.07352900000001,-0.08256041555420898,-0.7022705280307833,0.7022705280307833,-0.08255900133992723
22.794749000000024,-14.92936800000001,-67.069052,-0.08255967952770896,-0.7022681607158531,0.7022724033572121,-0.08256392216906808
