x_mm,y_mm,z_mm,qx,qy,qz,qw
36.16866200000004,-15.640719999999988,-67.58561700000001,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
35.957862999999975,-15.621721999999977,-67.58552499999999,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
35.957862999999975,-15.621721999999977,-67.58552499999999,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
35.746576000000005,-15.602991999999972,-67.585478,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
35.746576000000005,-15.602991999999972,-67.585478,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
35.416522999999984,-15.573151999999993,-67.585972,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
35.416522999999984,-15.573151999999993,-67.585972,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
35.08538599999997,-15.543991000000005,-67.58657400000001,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
35.08538599999997,-15.543991000000005,-67.58657400000001,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
34.653728,-15.524749999999983,-67.58442,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
34.653728,-15.524749999999983,-67.58442,-0.08251580935838863,-0.7022756874660622,0.7022756874660622,-0.08251580935838863
34.22020699999996,-15.50666000000001,-67.58245,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
34.22020699999996,-15.50666000000001,-67.58245,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
33.706024999999954,-15.46773300000001,-67.58078900000001,-0.08251510225166607,-0.7022749803587199,0.7022763945719998,-0.08251651646494614
33.706024999999954,-15.46773300000001,-67.58078900000001,-0.08251510225166607,-0.7022749803587199,0.7022763945719998,-0.08251651646494614
33.18920400000002,-15.430364999999995,-67.579396,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
33.18920400000002,-15.430364999999995,-67.579396,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
32.61285099999998,-15.342776000000015,-67.57925800000001,-0.08251510225166607,-0.7022749803587199,0.7022763945719998,-0.08251651646494614
32.61285099999998,-15.342776000000015,-67.57925800000001,-0.08251510225166607,-0.7022749803587199,0.7022763945719998,-0.08251651646494614
32.033934000000045,-15.257196000000022,-67.579464,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
32.033934000000045,-15.257196000000022,-67.579464,-0.08251511188080504,-0.7022757694177539,0.7022757694177539,-0.08251511188080504
31.405490999999984,-15.208386000000019,-67.573658,-0.08251510225166607,-0.7022749803587199,0.7022763945719998,-0.08251651646494614
